type,date,business,cost,category,year,monthno
Sale,12/17/2017,AUNTIE ANNE'S MA136,4.69,Restaurants,2017,12
Sale,12/17/2017,TARGET        00015164,9.23,ShoppingOrEntertainment,2017,12
Sale,12/18/2017,RICHMOND AUTO REPAIR,101.66,GasOrCar,2017,12
Sale,12/18/2017,DUNKIN #353287 Q35,2.88,Coffee,2017,12
Sale,12/18/2017,GULF OIL 92031193,2.1,GasOrCar,2017,12
Sale,12/18/2017,BRUEGGERS #778,2.85,Restaurants,2017,12
Sale,12/19/2017,BURROWS SPECIALIZED SPORT,93.26,ShoppingOrEntertainment,2017,12
Sale,12/19/2017,SQ *HAIR BY JESSICA,30,Exercise,2017,12
Sale,12/19/2017,PRICE CHOPPER #136,10.29,GroceryStore,2017,12
Sale,12/19/2017,DUNKIN #304874 Q35,3.03,Coffee,2017,12
Sale,12/19/2017,PRICE CHOPPER #136,6.18,GroceryStore,2017,12
Sale,12/20/2017,ECCO,58,ShoppingOrEntertainment,2017,12
Sale,12/20/2017,GULF OIL 91805597,11.08,GasOrCar,2017,12
Sale,12/20/2017,GULF OIL 91805597,5.97,GasOrCar,2017,12
Sale,12/20/2017,EXXONMOBIL    97547228,3.36,GasOrCar,2017,12
Sale,12/20/2017,STARBUCKS STORE 07629,5.49,Coffee,2017,12
Sale,12/20/2017,DUNKIN #304874 Q35,3.03,Coffee,2017,12
Sale,12/20/2017,SLATE,25.68,ShoppingOrEntertainment,2017,12
Sale,12/20/2017,URBAN-OUTFITTERS #0033,38.52,ShoppingOrEntertainment,2017,12
Sale,12/20/2017,CRAFT BEER CELLAR WATERB,97.93,Restaurants,2017,12
Return,12/20/2017,TJMAXX #0646,-16.04,ShoppingOrEntertainment,2017,12
Sale,12/20/2017,EXXONMOBIL    97508600,4.89,GasOrCar,2017,12
Sale,12/20/2017,IN *STELLA LLC,20.33,ShoppingOrEntertainment,2017,12
Sale,12/20/2017,EXXONMOBIL    97524110,16.35,GasOrCar,2017,12
Sale,12/20/2017,LITTLE CITIZEN,69.02,ShoppingOrEntertainment,2017,12
Sale,12/21/2017,BRATTLEBORO FOOD COOP,39.06,GroceryStore,2017,12
Sale,12/21/2017,BRUEGGERS #778,5.7,Restaurants,2017,12
Sale,12/22/2017,WORCESTER POLY INST #0980,29.98,Other,2017,12
Return,12/22/2017,TJMAXX #0776,-13.8,ShoppingOrEntertainment,2017,12
Return,12/22/2017,ULTA # 451,-15.5,ShoppingOrEntertainment,2017,12
Sale,12/24/2017,EXXONMOBIL    97444756,17.6,GasOrCar,2017,12
Sale,12/24/2017,EXXONMOBIL    97547228,12.91,GasOrCar,2017,12
Sale,12/24/2017,COMMON MAN HOOKSET,6.52,Restaurants,2017,12
Sale,12/25/2017,RITE AID STORE - 10317,15.3,Exercise,2017,12
Sale,12/26/2017,EDDIE BAUER 0533,13.01,ShoppingOrEntertainment,2017,12
Sale,12/26/2017,BURLINGTON TOWN CENTER MA,12,GasOrCar,2017,12
Sale,12/27/2017,SHELL OIL 57546079401,18.22,GasOrCar,2017,12
Sale,12/28/2017,NAIL PRO,40,Exercise,2017,12
Sale,12/29/2017,MT SNOW FOOD &amp; BEVERAGE,27.2,ShoppingOrEntertainment,2017,12
Sale,12/29/2017,HANNAFORD #8397,85.91,GroceryStore,2017,12
Sale,12/30/2017,MT SNOW FOOD &amp; BEVERAGE,17,ShoppingOrEntertainment,2017,12
